Order Date Time,Product Name,Customer Name,Quantity,Region
8/26/2022 11:49,Anesthesia Machine,Alexandria Hospital,9,EMEA
4/13/2022 2:00,Azurion System,Shawn Sons Hospital,30,AMER
8/9/2022 2:48,Anesthesia Machine,SLR Hospital Center,71,AMER
3/4/2023 23:02,CT Scanner,California Medical Center,63,EMEA
10/26/2022 16:47,Ultrasound System,Jude Medical Center,1,EMEA
3/28/2022 6:27,Azurion System,Johns Hopkins Medicine,59,AMER
12/24/2022 7:51,MRI Scanner,Kaiser Permanente,15,AMER
12/19/2022 22:27,Anesthesia Machine,Fortis Healthcare,63,APAC
7/1/2022 22:16,Anesthesia Machine,Metro Hospital Center,12,APAC
12/10/2022 15:51,Azurion System,SLR Hospital Center,91,AMER
6/24/2022 21:06,Azurion System,Massachusetts Hospital,55,AMER
12/25/2022 23:26,Anesthesia Machine,Johns Hopkins Medicine,35,EMEA
10/19/2022 8:53,CT Scanner,Massachusetts Hospital,4,AMER
11/3/2022 1:26,Lumify Transducer,Johns Hopkins Medicine,60,APAC
12/10/2022 5:50,CT Scanner,Richards Care,17,APAC
8/2/2022 14:44,Azurion System,Fortis Healthcare,43,APAC
2/23/2023 7:36,Anesthesia Machine,Metro Hospital Center,71,EMEA
12/5/2022 5:29,Respiro Respirator,Metro Hospital Center,21,APAC
8/25/2022 5:03,CT Scanner,Mount Sinai Hospital,4,EMEA
5/8/2022 10:04,Respiro Respirator,Shawn Sons Hospital,25,AMER
5/24/2022 23:08,Respiro Respirator,Baylor Scott Health,89,EMEA
7/12/2022 15:29,Anesthesia Machine,Steve Nursing Home,31,EMEA
5/25/2022 23:43,Lumify Transducer,California Medical Center,21,EMEA
3/13/2023 14:19,Respiro Respirator,Shawn Sons Hospital,99,EMEA
7/19/2022 19:39,Azurion System,Richards Care,3,EMEA
2/10/2023 13:35,MRI Scanner,UCLA Medical Center,36,EMEA
9/24/2022 8:14,Anesthesia Machine,Massachusetts Hospital,6,AMER
1/18/2023 0:46,Anesthesia Machine,Franco-USAese Hospital,99,EMEA
1/23/2023 2:26,Ultrasound System,Paul Diagnostics,22,APAC
7/6/2022 4:14,Ultrasound System,Franco-USAese Hospital,57,EMEA
12/20/2022 0:23,Lumify Transducer,Paul Diagnostics,3,EMEA
8/24/2022 15:42,CT Scanner,Richards Care,67,APAC
6/27/2022 9:58,Respiro Respirator,Metro Hospital Center,4,EMEA
3/23/2022 23:04,Azurion System,Mayo Clinic,64,EMEA
7/25/2022 8:33,Anesthesia Machine,Massachusetts Hospital,74,AMER
2/7/2023 22:29,Azurion System,Franco-USAese Hospital,17,EMEA
10/8/2022 11:24,MRI Scanner,Cleveland Clinic,93,APAC
3/26/2022 8:01,Respiro Respirator,Metro Hospital Center,23,APAC
5/26/2022 5:22,CT Scanner,Metro Hospital Center,87,AMER
5/7/2022 15:54,CT Scanner,Paul Diagnostics,39,EMEA
8/22/2022 12:58,CT Scanner,Metro Hospital Center,53,AMER
12/26/2022 23:11,Azurion System,Johns Hopkins Medicine,61,APAC
6/8/2022 7:29,Ultrasound System,Steve Nursing Home,21,APAC
10/15/2022 11:48,Ultrasound System,Fortis Healthcare,100,APAC
7/28/2022 0:57,Ultrasound System,Paul Diagnostics,93,EMEA
1/12/2023 1:19,Anesthesia Machine,North General Hospital,35,APAC
8/13/2022 6:12,Respiro Respirator,Paul Diagnostics,28,EMEA
11/12/2022 5:13,Lumify Transducer,Richards Care,1,AMER
9/10/2022 7:57,CT Scanner,Alexandria Hospital,56,AMER
8/11/2022 18:03,MRI Scanner,Paul Diagnostics,96,EMEA
12/7/2022 1:12,MRI Scanner,Jude Medical Center,8,APAC
2/3/2023 22:00,CT Scanner,UCLA Medical Center,67,APAC
10/27/2022 8:44,CT Scanner,UCLA Medical Center,94,EMEA
1/12/2023 12:50,Anesthesia Machine,Franco-USAese Hospital,89,EMEA
2/3/2023 10:24,CT Scanner,Paul Diagnostics,71,AMER
8/17/2022 10:15,Azurion System,California Medical Center,75,APAC
12/13/2022 16:53,CT Scanner,Paul Diagnostics,40,APAC
5/18/2022 8:37,Azurion System,Metro Hospital Center,79,EMEA
11/18/2022 19:57,Lumify Transducer,Shawn Sons Hospital,35,APAC
10/2/2022 0:58,CT Scanner,Inova Emergency Care,45,APAC
8/10/2022 23:17,CT Scanner,Jude Medical Center,91,APAC
11/27/2022 4:53,Azurion System,Fortis Healthcare,19,APAC
6/26/2022 9:08,CT Scanner,Franco-USAese Hospital,50,APAC
1/29/2023 9:58,Ultrasound System,Johns Hopkins Medicine,3,EMEA
11/12/2022 0:00,CT Scanner,Inova Emergency Care,19,AMER
9/30/2022 2:50,Azurion System,Steve Nursing Home,68,EMEA
8/13/2022 7:36,Ultrasound System,Fortis Healthcare,12,APAC
3/16/2022 0:50,Azurion System,Cleveland Clinic,80,AMER
1/13/2023 17:39,Respiro Respirator,Richards Care,83,AMER
5/25/2022 0:46,CT Scanner,Inova Emergency Care,4,APAC
11/1/2022 18:23,Ultrasound System,Metro Hospital Center,40,EMEA
10/25/2022 15:56,CT Scanner,Baylor Scott Health,32,APAC
11/17/2022 21:51,Ultrasound System,Cleveland Clinic,72,APAC
1/21/2023 22:20,Anesthesia Machine,Cleveland Clinic,49,APAC
8/17/2022 15:59,Ultrasound System,Richards Care,47,EMEA
4/22/2022 9:24,CT Scanner,Richards Care,87,APAC
3/3/2023 22:43,CT Scanner,Fortis Healthcare,98,APAC
7/15/2022 9:15,Respiro Respirator,Cleveland Clinic,60,AMER
10/8/2022 1:49,Anesthesia Machine,Baylor Scott Health,77,EMEA
9/13/2022 4:15,Azurion System,California Medical Center,63,EMEA
2/9/2023 1:05,Ultrasound System,Mayo Clinic,75,EMEA
2/23/2023 13:43,Respiro Respirator,Richards Care,9,APAC
12/29/2022 15:32,Ultrasound System,Jude Medical Center,81,APAC
7/23/2022 21:19,MRI Scanner,Jude Medical Center,5,EMEA
6/11/2022 15:48,Azurion System,Johns Hopkins Medicine,99,APAC
9/18/2022 18:59,Azurion System,Jude Medical Center,90,AMER
2/18/2023 6:54,Respiro Respirator,Mount Sinai Hospital,52,AMER
6/2/2022 23:38,Azurion System,California Medical Center,35,AMER
8/22/2022 4:54,Anesthesia Machine,California Medical Center,77,EMEA
6/14/2022 4:57,Lumify Transducer,Inova Emergency Care,9,AMER
4/16/2022 6:05,Anesthesia Machine,North General Hospital,94,AMER
12/5/2022 7:03,MRI Scanner,Steve Nursing Home,83,APAC
12/25/2022 5:45,Respiro Respirator,Mount Sinai Hospital,18,EMEA
12/25/2022 14:14,Respiro Respirator,Mayo Clinic,84,APAC
1/27/2023 13:46,Lumify Transducer,Paul Diagnostics,39,APAC
7/8/2022 21:45,Ultrasound System,Alexandria Hospital,20,EMEA
1/13/2023 17:08,MRI Scanner,Fortis Healthcare,55,AMER
4/29/2022 9:08,MRI Scanner,Massachusetts Hospital,79,AMER
10/25/2022 2:51,Respiro Respirator,Jude Medical Center,9,AMER
2/4/2023 7:24,Ultrasound System,Alexandria Hospital,46,EMEA
12/24/2022 6:13,Lumify Transducer,Baylor Scott Health,37,AMER
9/7/2022 5:12,Azurion System,Mayo Clinic,62,EMEA
11/26/2022 19:05,MRI Scanner,Mayo Clinic,58,AMER
1/5/2023 2:44,Respiro Respirator,Baylor Scott Health,28,EMEA
6/21/2022 0:55,Respiro Respirator,Steve Nursing Home,12,APAC
10/12/2022 1:20,Respiro Respirator,California Medical Center,67,APAC
10/11/2022 16:26,Anesthesia Machine,Fortis Healthcare,80,APAC
6/16/2022 7:55,Anesthesia Machine,California Medical Center,34,AMER
12/25/2022 9:17,CT Scanner,Baylor Scott Health,80,EMEA
2/18/2023 15:09,Ultrasound System,Shawn Sons Hospital,71,EMEA
12/30/2022 13:24,Anesthesia Machine,Fortis Healthcare,21,AMER
7/14/2022 22:44,Azurion System,Paul Diagnostics,4,AMER
11/13/2022 15:30,Azurion System,Baylor Scott Health,93,APAC
4/9/2022 15:32,Respiro Respirator,Alexandria Hospital,32,EMEA
3/18/2022 11:36,Azurion System,California Medical Center,31,EMEA
2/26/2023 21:45,Azurion System,Shawn Sons Hospital,51,APAC
5/22/2022 6:48,Anesthesia Machine,Paul Diagnostics,22,APAC
5/26/2022 6:11,Respiro Respirator,Richards Care,98,AMER
8/4/2022 23:30,Azurion System,Mount Sinai Hospital,85,APAC
11/19/2022 1:19,CT Scanner,Metro Hospital Center,84,APAC
6/12/2022 2:21,MRI Scanner,Cleveland Clinic,22,EMEA
10/6/2022 15:27,MRI Scanner,Inova Emergency Care,71,APAC
11/24/2022 11:09,Respiro Respirator,UCLA Medical Center,43,EMEA
12/25/2022 13:21,CT Scanner,Alexandria Hospital,83,AMER
3/15/2023 1:01,Respiro Respirator,Johns Hopkins Medicine,3,AMER
4/14/2022 6:31,MRI Scanner,Johns Hopkins Medicine,90,AMER
3/21/2022 4:28,MRI Scanner,Metro Hospital Center,43,APAC
5/10/2022 15:07,Azurion System,Fortis Healthcare,98,APAC
6/8/2022 18:29,Lumify Transducer,Kaiser Permanente,48,AMER
12/14/2022 7:01,CT Scanner,Johns Hopkins Medicine,68,APAC
6/17/2022 21:23,Ultrasound System,Richards Care,65,AMER
7/6/2022 1:32,Lumify Transducer,UCLA Medical Center,61,APAC
6/2/2022 14:02,Anesthesia Machine,Baylor Scott Health,69,APAC
8/16/2022 16:47,CT Scanner,Baylor Scott Health,33,AMER
2/9/2023 16:25,Respiro Respirator,Steve Nursing Home,14,APAC
12/31/2022 3:31,MRI Scanner,Metro Hospital Center,39,AMER
10/28/2022 1:01,CT Scanner,Steve Nursing Home,74,APAC
8/30/2022 4:09,Lumify Transducer,Kaiser Permanente,30,APAC
3/3/2023 14:35,Respiro Respirator,California Medical Center,78,AMER
11/9/2022 1:12,Ultrasound System,Fortis Healthcare,43,AMER
10/13/2022 10:15,Respiro Respirator,Johns Hopkins Medicine,13,EMEA
9/21/2022 3:34,Ultrasound System,California Medical Center,52,EMEA
12/3/2022 21:02,Respiro Respirator,UCLA Medical Center,91,APAC
9/13/2022 16:00,Ultrasound System,Metro Hospital Center,61,APAC
6/4/2022 0:17,Respiro Respirator,Mount Sinai Hospital,58,AMER
10/14/2022 1:14,CT Scanner,California Medical Center,34,AMER
7/22/2022 1:54,CT Scanner,Franco-USAese Hospital,81,AMER
3/5/2023 18:23,Lumify Transducer,Steve Nursing Home,52,APAC
4/19/2022 17:54,CT Scanner,Massachusetts Hospital,98,EMEA
3/8/2023 1:27,Respiro Respirator,Cleveland Clinic,41,EMEA
8/25/2022 8:50,Azurion System,Kaiser Permanente,61,EMEA
3/13/2023 19:37,Anesthesia Machine,SLR Hospital Center,41,EMEA
3/11/2023 8:36,CT Scanner,Baylor Scott Health,6,EMEA
2/3/2023 11:40,Respiro Respirator,Franco-USAese Hospital,12,AMER
8/8/2022 22:20,Azurion System,Richards Care,83,APAC
1/21/2023 17:43,Lumify Transducer,UCLA Medical Center,30,EMEA
2/18/2023 21:17,Respiro Respirator,Kaiser Permanente,82,EMEA
9/27/2022 0:43,Lumify Transducer,Fortis Healthcare,47,APAC
10/15/2022 8:22,Respiro Respirator,Kaiser Permanente,16,EMEA
9/1/2022 10:05,Lumify Transducer,Richards Care,5,EMEA
1/8/2023 8:49,Azurion System,Shawn Sons Hospital,61,EMEA
9/25/2022 6:33,Lumify Transducer,Paul Diagnostics,4,AMER
8/14/2022 20:13,MRI Scanner,Jude Medical Center,15,AMER
5/29/2022 0:37,MRI Scanner,Jude Medical Center,49,APAC
9/20/2022 2:40,Anesthesia Machine,North General Hospital,5,APAC
4/6/2022 22:49,Anesthesia Machine,Johns Hopkins Medicine,49,EMEA
2/25/2023 1:38,MRI Scanner,Mount Sinai Hospital,96,AMER
6/13/2022 7:54,MRI Scanner,Steve Nursing Home,47,EMEA
7/8/2022 17:43,Lumify Transducer,Alexandria Hospital,66,APAC
6/23/2022 2:50,Respiro Respirator,Shawn Sons Hospital,54,AMER
12/23/2022 13:14,Anesthesia Machine,Inova Emergency Care,56,EMEA
2/4/2023 0:55,Respiro Respirator,SLR Hospital Center,82,EMEA
1/20/2023 7:44,Lumify Transducer,Mayo Clinic,75,AMER
8/4/2022 20:46,Azurion System,Inova Emergency Care,7,AMER
3/21/2022 3:42,MRI Scanner,North General Hospital,100,AMER
11/25/2022 4:36,Ultrasound System,California Medical Center,36,AMER
1/6/2023 23:34,Azurion System,California Medical Center,73,EMEA
1/21/2023 16:33,Ultrasound System,North General Hospital,27,AMER
8/7/2022 14:22,MRI Scanner,Johns Hopkins Medicine,97,AMER
4/16/2022 22:44,Lumify Transducer,Inova Emergency Care,65,AMER
11/4/2022 21:19,CT Scanner,Shawn Sons Hospital,95,AMER
1/24/2023 19:59,Ultrasound System,Baylor Scott Health,43,AMER
12/1/2022 22:21,Ultrasound System,Alexandria Hospital,64,AMER
9/23/2022 17:45,CT Scanner,Mount Sinai Hospital,22,APAC
4/8/2022 10:05,MRI Scanner,Franco-USAese Hospital,46,APAC
9/22/2022 6:02,Azurion System,Massachusetts Hospital,85,APAC
10/11/2022 13:28,Azurion System,Alexandria Hospital,8,AMER
3/23/2022 14:05,Azurion System,Mount Sinai Hospital,71,AMER
8/28/2022 7:20,Ultrasound System,Steve Nursing Home,100,AMER
11/19/2022 9:34,Ultrasound System,Franco-USAese Hospital,21,AMER
3/5/2023 22:17,Anesthesia Machine,Baylor Scott Health,5,AMER
12/1/2022 18:00,Anesthesia Machine,Fortis Healthcare,10,APAC
12/30/2022 21:42,Ultrasound System,UCLA Medical Center,51,EMEA
7/30/2022 21:16,Ultrasound System,Metro Hospital Center,62,AMER
10/9/2022 3:46,Azurion System,UCLA Medical Center,89,AMER
4/4/2022 10:48,CT Scanner,Shawn Sons Hospital,68,APAC
7/12/2022 18:25,Azurion System,Shawn Sons Hospital,20,EMEA
10/18/2022 4:56,Azurion System,Metro Hospital Center,31,EMEA
4/16/2022 9:45,Respiro Respirator,Massachusetts Hospital,10,AMER
9/16/2022 2:00,Anesthesia Machine,Johns Hopkins Medicine,38,APAC
8/28/2022 22:23,Ultrasound System,Inova Emergency Care,27,AMER
7/10/2022 16:19,Lumify Transducer,Metro Hospital Center,60,EMEA
2/19/2023 2:23,Azurion System,SLR Hospital Center,9,EMEA
5/25/2022 18:41,Respiro Respirator,California Medical Center,89,AMER
3/5/2023 3:16,Azurion System,Mayo Clinic,41,AMER
9/6/2022 5:48,Anesthesia Machine,Franco-USAese Hospital,72,AMER
12/26/2022 21:33,CT Scanner,Inova Emergency Care,55,APAC
8/13/2022 16:25,MRI Scanner,Johns Hopkins Medicine,55,AMER
5/31/2022 9:03,Azurion System,Baylor Scott Health,27,APAC
7/12/2022 0:21,MRI Scanner,Shawn Sons Hospital,10,EMEA
9/3/2022 13:52,Ultrasound System,Mount Sinai Hospital,62,APAC
6/8/2022 14:37,Ultrasound System,Alexandria Hospital,58,EMEA
8/6/2022 22:40,CT Scanner,Johns Hopkins Medicine,93,APAC
4/20/2022 7:10,CT Scanner,SLR Hospital Center,84,APAC
7/27/2022 21:49,Azurion System,Johns Hopkins Medicine,51,AMER
8/21/2022 0:36,Anesthesia Machine,Baylor Scott Health,67,APAC
7/9/2022 17:09,MRI Scanner,North General Hospital,22,APAC
12/21/2022 17:47,Ultrasound System,Paul Diagnostics,25,EMEA
10/22/2022 12:40,MRI Scanner,Kaiser Permanente,94,AMER
9/13/2022 15:27,Lumify Transducer,UCLA Medical Center,17,EMEA
10/7/2022 3:26,CT Scanner,California Medical Center,3,AMER
12/1/2022 20:57,Azurion System,Massachusetts Hospital,78,AMER
11/19/2022 3:01,Anesthesia Machine,Inova Emergency Care,59,AMER
1/2/2023 11:31,Respiro Respirator,Baylor Scott Health,60,AMER
11/12/2022 15:28,MRI Scanner,Paul Diagnostics,98,AMER
12/5/2022 23:50,Ultrasound System,Cleveland Clinic,8,APAC
4/15/2022 23:54,Respiro Respirator,Kaiser Permanente,97,APAC
3/28/2022 18:15,CT Scanner,Inova Emergency Care,28,APAC
12/16/2022 1:12,Anesthesia Machine,Paul Diagnostics,23,AMER
4/13/2022 21:27,Azurion System,Shawn Sons Hospital,77,APAC
10/14/2022 3:33,Anesthesia Machine,Shawn Sons Hospital,34,APAC
8/14/2022 22:36,MRI Scanner,Jude Medical Center,55,EMEA
6/27/2022 13:38,CT Scanner,Johns Hopkins Medicine,34,EMEA
10/8/2022 18:44,MRI Scanner,Steve Nursing Home,84,EMEA
11/9/2022 15:51,Lumify Transducer,Steve Nursing Home,22,AMER
5/23/2022 12:18,MRI Scanner,Cleveland Clinic,70,APAC
6/1/2022 12:07,Anesthesia Machine,Franco-USAese Hospital,55,EMEA
8/8/2022 11:46,MRI Scanner,California Medical Center,35,AMER
8/16/2022 23:34,Respiro Respirator,Richards Care,33,AMER
11/12/2022 17:59,CT Scanner,Mayo Clinic,46,AMER
2/26/2023 0:05,Lumify Transducer,Alexandria Hospital,8,EMEA
6/2/2022 21:50,Respiro Respirator,Fortis Healthcare,79,EMEA
7/20/2022 2:42,Lumify Transducer,Paul Diagnostics,59,APAC
12/19/2022 22:57,Azurion System,Inova Emergency Care,11,APAC
8/25/2022 22:30,MRI Scanner,Massachusetts Hospital,52,EMEA
9/21/2022 15:01,MRI Scanner,Richards Care,80,AMER
9/14/2022 0:15,Anesthesia Machine,North General Hospital,29,EMEA
10/5/2022 12:28,Lumify Transducer,Johns Hopkins Medicine,53,EMEA
7/4/2022 19:19,Azurion System,California Medical Center,70,EMEA
9/25/2022 10:38,MRI Scanner,California Medical Center,13,EMEA
6/9/2022 14:40,Azurion System,Metro Hospital Center,87,EMEA
1/19/2023 10:43,Respiro Respirator,Metro Hospital Center,47,APAC
1/21/2023 21:12,Ultrasound System,Massachusetts Hospital,77,EMEA
9/9/2022 21:31,Respiro Respirator,Kaiser Permanente,28,AMER
2/19/2023 8:41,MRI Scanner,Steve Nursing Home,98,APAC
11/11/2022 3:01,Anesthesia Machine,Franco-USAese Hospital,96,AMER
3/27/2022 8:33,Anesthesia Machine,Mayo Clinic,94,AMER
3/22/2022 0:04,Lumify Transducer,Jude Medical Center,22,APAC
2/11/2023 18:43,Lumify Transducer,UCLA Medical Center,45,AMER
2/7/2023 12:41,MRI Scanner,Franco-USAese Hospital,18,EMEA
8/7/2022 0:54,MRI Scanner,Mount Sinai Hospital,60,APAC
12/26/2022 14:18,Lumify Transducer,Inova Emergency Care,44,EMEA
6/18/2022 12:23,CT Scanner,North General Hospital,88,EMEA
8/29/2022 9:30,MRI Scanner,Richards Care,98,AMER
7/29/2022 8:51,Respiro Respirator,Massachusetts Hospital,15,AMER
6/7/2022 20:38,Anesthesia Machine,Steve Nursing Home,37,EMEA
1/25/2023 18:48,Anesthesia Machine,Mount Sinai Hospital,48,AMER
5/13/2022 1:24,Azurion System,Johns Hopkins Medicine,99,AMER
11/16/2022 18:57,Respiro Respirator,SLR Hospital Center,54,APAC
1/5/2023 17:06,Respiro Respirator,Massachusetts Hospital,81,APAC
7/30/2022 5:38,Ultrasound System,Johns Hopkins Medicine,93,APAC
6/1/2022 0:45,Azurion System,Mayo Clinic,67,AMER
2/27/2023 1:02,Anesthesia Machine,Inova Emergency Care,51,AMER
11/29/2022 3:44,Respiro Respirator,Richards Care,64,APAC
7/25/2022 1:49,CT Scanner,Cleveland Clinic,37,APAC
4/16/2022 11:41,CT Scanner,Steve Nursing Home,11,AMER
9/24/2022 12:00,Anesthesia Machine,Massachusetts Hospital,49,EMEA
12/24/2022 8:36,Respiro Respirator,Steve Nursing Home,12,APAC
6/6/2022 12:45,Azurion System,California Medical Center,87,APAC
4/1/2022 8:14,Anesthesia Machine,Fortis Healthcare,55,EMEA
4/14/2022 5:10,Lumify Transducer,Cleveland Clinic,77,APAC
5/17/2022 21:18,Lumify Transducer,Steve Nursing Home,60,APAC
3/6/2023 14:36,Lumify Transducer,Cleveland Clinic,70,EMEA
7/11/2022 10:58,Anesthesia Machine,Baylor Scott Health,2,EMEA
5/5/2022 22:32,MRI Scanner,Cleveland Clinic,37,APAC
3/29/2022 2:01,Lumify Transducer,Richards Care,38,APAC
9/23/2022 20:09,CT Scanner,Cleveland Clinic,84,EMEA
7/16/2022 19:50,Azurion System,Fortis Healthcare,97,APAC
9/11/2022 13:27,Azurion System,Kaiser Permanente,18,AMER
9/22/2022 19:51,CT Scanner,Richards Care,61,AMER
12/7/2022 10:24,Azurion System,Johns Hopkins Medicine,7,AMER
8/31/2022 4:31,Ultrasound System,Kaiser Permanente,94,AMER
1/31/2023 15:33,Azurion System,SLR Hospital Center,68,AMER
5/2/2022 17:43,Respiro Respirator,Paul Diagnostics,12,APAC
4/19/2022 16:50,Lumify Transducer,Shawn Sons Hospital,50,APAC
7/16/2022 23:45,Respiro Respirator,Cleveland Clinic,4,AMER
12/10/2022 13:52,CT Scanner,Johns Hopkins Medicine,57,APAC
11/3/2022 11:07,Anesthesia Machine,UCLA Medical Center,4,AMER
4/24/2022 7:03,Lumify Transducer,SLR Hospital Center,5,EMEA
4/26/2022 6:06,MRI Scanner,Baylor Scott Health,98,EMEA
8/29/2022 21:23,Respiro Respirator,Cleveland Clinic,16,APAC
2/20/2023 3:39,Azurion System,Metro Hospital Center,8,AMER
2/5/2023 4:05,Ultrasound System,Paul Diagnostics,71,AMER
5/13/2022 4:09,Anesthesia Machine,Johns Hopkins Medicine,48,AMER
9/18/2022 22:34,Ultrasound System,Alexandria Hospital,17,EMEA
9/11/2022 21:29,CT Scanner,Fortis Healthcare,74,EMEA
5/17/2022 7:51,MRI Scanner,Richards Care,41,EMEA
6/16/2022 8:08,Ultrasound System,Kaiser Permanente,92,AMER
7/2/2022 9:18,Respiro Respirator,Steve Nursing Home,14,AMER
2/5/2023 23:22,Respiro Respirator,Shawn Sons Hospital,90,AMER
11/3/2022 12:51,Azurion System,Franco-USAese Hospital,8,EMEA
8/6/2022 0:58,Ultrasound System,Baylor Scott Health,77,EMEA
10/1/2022 16:33,Anesthesia Machine,Mayo Clinic,11,EMEA
1/25/2023 7:38,MRI Scanner,Paul Diagnostics,83,APAC
9/16/2022 2:36,Lumify Transducer,Metro Hospital Center,15,AMER
3/28/2022 11:49,Ultrasound System,Inova Emergency Care,42,AMER
6/27/2022 22:13,Anesthesia Machine,Metro Hospital Center,67,APAC
6/8/2022 11:17,Ultrasound System,Cleveland Clinic,47,EMEA
1/22/2023 16:03,Azurion System,Mayo Clinic,7,AMER
1/20/2023 2:08,Respiro Respirator,Johns Hopkins Medicine,43,AMER
5/11/2022 18:16,CT Scanner,Paul Diagnostics,62,AMER
10/12/2022 5:36,Respiro Respirator,Cleveland Clinic,8,AMER
2/6/2023 11:03,Ultrasound System,Kaiser Permanente,20,AMER
1/16/2023 6:11,Anesthesia Machine,Baylor Scott Health,56,EMEA
6/11/2022 1:03,Azurion System,Paul Diagnostics,100,APAC
10/13/2022 13:44,Anesthesia Machine,UCLA Medical Center,46,EMEA
2/18/2023 2:19,MRI Scanner,Kaiser Permanente,67,AMER
8/18/2022 11:47,CT Scanner,Mayo Clinic,12,AMER
11/18/2022 14:43,CT Scanner,Baylor Scott Health,77,EMEA
12/2/2022 0:57,Ultrasound System,Shawn Sons Hospital,16,APAC
7/15/2022 23:25,Azurion System,Inova Emergency Care,14,AMER
11/29/2022 12:45,Azurion System,Inova Emergency Care,91,AMER
8/28/2022 8:00,Ultrasound System,Baylor Scott Health,19,EMEA
5/20/2022 13:53,Azurion System,Metro Hospital Center,13,EMEA
1/27/2023 12:25,CT Scanner,Richards Care,36,EMEA
1/5/2023 6:45,CT Scanner,North General Hospital,76,EMEA
9/4/2022 23:43,Anesthesia Machine,Metro Hospital Center,53,APAC
12/5/2022 16:46,Lumify Transducer,Steve Nursing Home,39,EMEA
7/8/2022 14:16,Respiro Respirator,Richards Care,33,APAC
3/21/2022 7:14,CT Scanner,SLR Hospital Center,72,EMEA
6/19/2022 11:13,Lumify Transducer,Jude Medical Center,25,APAC
8/5/2022 7:59,CT Scanner,Paul Diagnostics,47,APAC
10/5/2022 5:39,MRI Scanner,Alexandria Hospital,1,APAC
5/6/2022 17:24,Anesthesia Machine,Metro Hospital Center,92,APAC
1/3/2023 4:24,Respiro Respirator,Jude Medical Center,30,APAC
9/26/2022 9:39,CT Scanner,Steve Nursing Home,6,EMEA
12/3/2022 14:20,Lumify Transducer,California Medical Center,93,APAC
4/4/2022 17:58,Azurion System,Paul Diagnostics,43,AMER
10/31/2022 8:07,Lumify Transducer,Cleveland Clinic,71,EMEA
7/17/2022 15:25,Ultrasound System,UCLA Medical Center,41,APAC
11/6/2022 10:41,Anesthesia Machine,North General Hospital,7,APAC
1/16/2023 1:16,MRI Scanner,Franco-USAese Hospital,26,APAC
9/17/2022 12:05,Azurion System,Inova Emergency Care,92,AMER
12/17/2022 3:11,Ultrasound System,Cleveland Clinic,52,AMER
1/26/2023 14:30,MRI Scanner,North General Hospital,9,EMEA
11/22/2022 13:45,Lumify Transducer,Fortis Healthcare,11,APAC
11/27/2022 0:15,CT Scanner,UCLA Medical Center,87,APAC
3/9/2023 3:59,MRI Scanner,SLR Hospital Center,76,EMEA
6/8/2022 23:22,Azurion System,Inova Emergency Care,72,APAC
4/23/2022 2:50,Anesthesia Machine,Steve Nursing Home,62,AMER
5/8/2022 8:53,MRI Scanner,Metro Hospital Center,19,APAC
6/16/2022 17:43,Respiro Respirator,Mayo Clinic,50,APAC
4/6/2022 17:20,MRI Scanner,Johns Hopkins Medicine,3,AMER
12/4/2022 2:58,MRI Scanner,Metro Hospital Center,76,APAC
10/7/2022 20:25,Ultrasound System,Massachusetts Hospital,70,EMEA
7/4/2022 4:17,Respiro Respirator,Massachusetts Hospital,44,AMER
9/22/2022 4:13,Ultrasound System,UCLA Medical Center,15,APAC
7/26/2022 4:35,Lumify Transducer,SLR Hospital Center,20,EMEA
7/27/2022 13:27,Ultrasound System,Paul Diagnostics,76,EMEA
11/26/2022 16:15,Anesthesia Machine,Baylor Scott Health,59,AMER
4/23/2022 12:19,CT Scanner,Johns Hopkins Medicine,54,EMEA
9/5/2022 16:20,MRI Scanner,Cleveland Clinic,20,EMEA
5/11/2022 22:07,Azurion System,UCLA Medical Center,29,APAC
11/21/2022 5:05,Anesthesia Machine,Massachusetts Hospital,64,EMEA
7/7/2022 19:32,Ultrasound System,North General Hospital,56,EMEA
8/10/2022 15:34,Azurion System,Steve Nursing Home,15,EMEA
11/14/2022 18:34,Anesthesia Machine,Cleveland Clinic,80,EMEA
2/27/2023 10:58,Lumify Transducer,Richards Care,76,AMER
12/29/2022 20:35,Azurion System,California Medical Center,46,AMER
6/17/2022 0:23,Anesthesia Machine,Cleveland Clinic,44,APAC
5/11/2022 22:58,Ultrasound System,California Medical Center,65,AMER
2/12/2023 17:13,CT Scanner,Paul Diagnostics,79,EMEA
4/6/2022 14:35,MRI Scanner,Kaiser Permanente,54,APAC
9/4/2022 16:09,Respiro Respirator,Massachusetts Hospital,6,EMEA
12/7/2022 12:21,Respiro Respirator,Massachusetts Hospital,6,APAC
5/19/2022 6:13,Lumify Transducer,Alexandria Hospital,5,APAC
1/16/2023 11:11,Lumify Transducer,Mayo Clinic,8,APAC
4/13/2022 7:40,Respiro Respirator,North General Hospital,5,APAC
9/4/2022 2:46,MRI Scanner,SLR Hospital Center,85,EMEA
10/21/2022 1:00,CT Scanner,North General Hospital,3,APAC
6/2/2022 11:50,CT Scanner,Jude Medical Center,23,APAC
7/15/2022 0:16,MRI Scanner,Baylor Scott Health,79,APAC
7/12/2022 23:34,Lumify Transducer,Massachusetts Hospital,26,APAC
9/24/2022 2:44,CT Scanner,Metro Hospital Center,33,APAC
3/17/2022 16:42,Anesthesia Machine,Franco-USAese Hospital,88,APAC
6/21/2022 19:51,Azurion System,UCLA Medical Center,95,APAC
